INSTANCE;WEIGHT_GR;VALUE_GR;EXECUTION_TIME_GR;WEIGHT_BF;VALUE_BF;EXECUTION_TIME_BF;WEIGHT_BB;VALUE_BB;EXECUTION_TIME_BB;WEIGHT_DP;VALUE_DP;EXECUTION_TIME_DP;WEIGHT_OT;VALUE_OT;EXECUTION_TIME_IP;WEIGHT_IP;VALUE_IP;EXECUTION_TIME_OT
;problem_100_1000_1_1_5.txt;7914;23884;0;8373;12907;10001;3975;17570;10001;8391;24357;3;8391;24357;8;8391;24357;21
;problem_100_1000_1_2_5.txt;15929;33591;0;16265;22046;10001;3302;16404;10001;16588;34184;6;16588;34184;38;16588;34184;25
;problem_100_1000_1_3_5.txt;24592;40347;0;25077;29402;10001;4338;16583;10001;25118;40778;10;25118;40778;70;25118;40778;18
;problem_100_1000_1_4_5.txt;34143;46603;1;34154;37654;10001;4849;16019;10001;34143;46603;16;34143;46603;121;34143;46603;17
;problem_100_1000_1_5_5.txt;46504;43499;0;41624;34322;10001;7630;16601;10001;46504;43499;20;46504;43499;199;46504;43499;12
;problem_100_1000_2_1_5.txt;7805;9516;0;8392;9243;10001;8382;10081;10001;8395;10152;3;8395;10152;7;8395;10152;62
;problem_100_1000_2_2_5.txt;15882;18106;0;16584;17474;10001;7414;8934;10001;16611;18860;9;16611;18860;25;16611;18860;63
;problem_100_1000_2_3_5.txt;24877;27832;0;25116;26548;10001;6683;8227;10001;25118;28061;11;25118;28061;65;25118;28061;86
;problem_100_1000_2_4_5.txt;33931;36715;0;34192;35068;10001;7473;9039;10001;34229;36978;13;34229;36978;103;34229;36978;130
;problem_100_1000_2_5_5.txt;46255;47157;0;41624;40468;10001;13042;14724;10001;46604;47456;18;46604;47456;190;46604;47456;33
;problem_100_1000_3_1_5.txt;8613;9023;0;8646;8896;10001;2720;2960;10001;8664;9074;4;8664;9074;21;8664;9074;18
;problem_100_1000_3_2_5.txt;17375;17915;0;17556;17956;10001;3640;3880;10001;17565;18105;7;17565;18105;53;17565;18105;30
;problem_100_1000_3_3_5.txt;25211;25911;0;25621;26201;10001;2844;3084;10001;25626;26326;11;25626;26326;95;25624;26324;6646
;problem_100_1000_3_4_5.txt;31040;31850;0;31543;32203;10001;2833;3073;10001;31543;32353;16;31543;32353;142;31541;32351;20
;problem_100_1000_3_5_5.txt;39939;40849;0;38825;39585;10001;2703;2943;10001;40386;41296;21;40386;41296;216;40385;41295;54
;problem_100_1000_4_1_5.txt;8606;8606;1;8664;8664;10001;8664;8664;1086;8664;8664;3;8664;8664;2;8664;8664;75
;problem_100_1000_4_2_5.txt;17510;17510;0;17565;17565;10001;13460;13460;10001;17565;17565;7;17565;17565;11;17565;17565;28
;problem_100_1000_4_3_5.txt;24814;24814;0;25626;25626;10001;11250;11250;10001;25626;25626;9;25626;25626;30;25626;25626;85
;problem_100_1000_4_4_5.txt;31076;31076;0;31543;31543;10001;10388;10388;10001;31543;31543;13;31543;31543;77;31543;31543;89
;problem_100_1000_4_5_5.txt;40119;40119;0;38825;38825;10001;11770;11770;10001;40386;40386;19;40386;40386;122;40384;40384;19
;problem_500_50_1_1_5.txt;2127;6088;0;2138;2539;10001;56;881;10001;2147;6115;4;2147;6115;96;2147;6115;48
;problem_500_50_1_2_5.txt;4223;8133;0;4217;4423;10001;55;819;10001;4229;8138;9;4229;8138;236;4229;8138;30
;problem_500_50_1_3_5.txt;6379;10456;0;6368;6995;10001;58;887;10001;6398;10470;15;6398;10470;481;6398;10470;30
;problem_500_50_1_4_5.txt;8576;11785;0;8512;8688;10001;59;731;10001;8602;11798;17;8602;11798;751;8601;11797;19
;problem_500_50_1_5_5.txt;10727;12071;0;8887;8589;10001;57;761;10001;10737;12073;24;10737;12073;1097;10738;12073;20
;problem_500_50_2_1_5.txt;2121;2618;0;2139;2220;10001;108;213;10001;2147;2647;6;2147;2647;63;2147;2647;27
;problem_500_50_2_2_5.txt;4186;4822;0;4220;4343;10001;76;163;10001;4229;4867;9;4229;4867;159;4229;4867;20
;problem_500_50_2_3_5.txt;6376;7048;0;6379;6408;10001;108;199;10001;6398;7070;14;6398;7070;336;6398;7070;14
;problem_500_50_2_4_5.txt;8596;9248;0;8579;8611;10001;75;155;10001;8602;9253;19;8602;9253;692;8602;9253;17
;problem_500_50_2_5_5.txt;10736;11089;0;8887;8821;10001;73;169;10001;10738;11090;22;10738;11090;977;10738;11090;19
;problem_500_50_3_1_5.txt;2153;4123;0;2159;3119;10001;48;288;10001;2159;4129;5;2159;4129;99;2159;4129;13
;problem_500_50_3_2_5.txt;3914;6874;2;3929;5689;10001;32;272;10001;3929;6889;9;3929;6889;285;3929;6889;10
;problem_500_50_3_3_5.txt;6490;9970;0;6512;9072;10001;47;277;10001;6512;9992;13;6512;9992;544;6512;9992;10
;problem_500_50_3_4_5.txt;8510;12600;0;8511;11851;10001;47;277;10001;8518;12608;16;8518;12608;828;8518;12608;12
;problem_500_50_3_5_5.txt;10603;15153;0;8891;12391;10001;38;268;10001;10615;15165;23;10615;15165;1159;10615;15165;9
;problem_500_50_4_1_5.txt;2156;2156;0;2159;2159;10001;636;636;10001;2159;2159;4;2159;2159;5;2159;2159;9
;problem_500_50_4_2_5.txt;3911;3911;0;3929;3929;10001;610;610;10001;3929;3929;10;3929;3929;51;3929;3929;9
;problem_500_50_4_3_5.txt;6497;6497;0;6512;6512;10001;618;618;10001;6512;6512;15;6512;6512;158;6512;6512;14
;problem_500_50_4_4_5.txt;8508;8508;0;8511;8511;10001;668;668;10001;8518;8518;18;8518;8518;396;8518;8518;8
;problem_500_50_4_5_5.txt;10596;10596;0;8891;8891;10001;563;563;10001;10615;10615;24;10615;10615;732;10615;10615;11
;problem_500_100_1_1_5.txt;4255;11486;0;4262;5417;10001;102;1649;10001;4272;11506;8;4272;11506;164;4272;11506;65
;problem_500_100_1_2_5.txt;8358;16360;0;8403;9523;10001;86;1723;10001;8428;16429;19;8428;16429;531;8428;16429;34
;problem_500_100_1_3_5.txt;13020;20479;0;12792;13658;10001;87;1774;10001;13047;20499;44;13047;20499;932;13047;20499;301
;problem_500_100_1_4_5.txt;16769;23103;0;16680;16676;10001;81;1646;10001;16801;23118;32;16801;23118;1430;16799;23118;26
;problem_500_100_1_5_5.txt;20578;24406;0;17037;17639;10001;106;1648;10001;20613;24415;46;20613;24415;2124;20613;24415;30
;problem_500_100_2_1_5.txt;4267;5131;0;4267;4388;10001;188;368;10001;4272;5136;9;4272;5136;119;4272;5136;23
;problem_500_100_2_2_5.txt;8423;9687;0;8417;8611;10001;152;321;10001;8429;9693;16;8429;9693;329;8429;9693;52
;problem_500_100_2_3_5.txt;12993;14197;0;13041;13110;10001;120;272;10001;13048;14251;27;13048;14251;924;13048;14251;46
;problem_500_100_2_4_5.txt;16801;18026;0;16777;16886;10001;211;386;10001;16802;18026;33;16802;18026;1134;16801;18026;14
;problem_500_100_2_5_5.txt;20586;21482;0;17037;17079;10001;118;291;10001;20613;21506;43;20613;21506;1819;20613;21506;32
;problem_500_100_3_1_5.txt;4167;6217;0;4201;5161;10001;71;311;10001;4201;6251;8;4201;6251;208;4201;6251;11
;problem_500_100_3_2_5.txt;8312;11182;0;8346;10106;10001;47;287;10001;8346;11216;17;8346;11216;553;8346;11216;12
;problem_500_100_3_3_5.txt;12966;16456;0;13034;15594;10001;79;319;10001;13037;16527;26;13037;16527;1019;13037;16527;13
;problem_500_100_3_4_5.txt;16729;20829;0;16751;20091;10001;57;287;10001;16751;20851;35;16751;20851;1619;16751;20851;12
;problem_500_100_3_5_5.txt;20938;25498;0;17641;21141;10001;72;302;10001;20948;25508;52;20948;25508;2252;20948;25508;11
;problem_500_100_4_1_5.txt;4161;4161;0;4201;4201;10001;1086;1086;10001;4201;4201;8;4201;4201;11;4201;4201;13
;problem_500_100_4_2_5.txt;8337;8337;0;8346;8346;10001;1260;1260;10001;8346;8346;17;8346;8346;98;8346;8346;12
;problem_500_100_4_3_5.txt;13018;13018;0;13037;13037;10001;1350;1350;10001;13037;13037;28;13037;13037;312;13037;13037;16
;problem_500_100_4_4_5.txt;16713;16713;0;16751;16751;10001;1368;1368;10001;16751;16751;36;16751;16751;714;16751;16751;9
;problem_500_100_4_5_5.txt;20869;20869;0;17641;17641;10001;1213;1213;10001;20948;20948;56;20948;20948;1383;20948;20948;14
;problem_500_500_1_1_5.txt;21577;58126;0;21637;24682;10001;394;7720;10001;21655;58221;45;21655;58221;662;21655;58221;116
;problem_500_500_1_2_5.txt;39690;84630;1;39668;48009;10001;477;8739;10001;39792;84725;84;39792;84725;2088;39792;84725;76
;problem_500_500_1_3_5.txt;63296;99525;0;63439;65234;10001;452;8415;10001;63446;99618;132;63446;99618;4157;63446;99618;19
;problem_500_500_1_4_5.txt;84714;114476;0;85129;82862;10001;417;7718;10001;85133;114680;206;85133;114680;7265;85133;114680;38
;problem_500_500_1_5_5.txt;103002;122114;0;85637;88239;10001;352;8514;10001;103029;122118;196;103029;122118;10066;103020;122116;23
;problem_500_500_2_1_5.txt;21549;25569;0;21624;22134;10001;908;1687;10001;21655;25685;66;21655;25685;594;21655;25685;80
;problem_500_500_2_2_5.txt;39616;45667;0;39757;40374;10001;937;1817;10001;39796;45855;81;39796;45855;1451;39796;45855;49
;problem_500_500_2_3_5.txt;63045;70158;0;63384;65354;10001;628;1277;10001;63448;70566;129;63448;70566;3476;63447;70565;24
;problem_500_500_2_4_5.txt;85058;91045;0;85121;85468;10001;914;1738;10001;85136;91118;165;85136;91118;6059;85131;91110;40
;problem_500_500_2_5_5.txt;102906;107433;0;85637;86069;10001;675;1456;10001;103030;107544;196;103030;107544;8277;103029;107544;19
;problem_500_500_3_1_5.txt;21277;23267;0;21301;22261;10001;336;576;10001;21301;23291;62;21301;23291;804;21301;23291;39
;problem_500_500_3_2_5.txt;40388;43288;0;40613;42373;10001;298;538;10001;40613;43513;80;40613;43513;2355;40613;43513;183
;problem_500_500_3_3_5.txt;61643;65203;0;61987;64537;10001;263;503;10001;61987;65547;120;61987;65547;4789;61987;65547;192
;problem_500_500_3_4_5.txt;82128;86218;0;82184;85374;10001;283;513;10001;82351;86441;157;82351;86441;7143;82351;86441;173
;problem_500_500_3_5_5.txt;107817;112367;0;93141;96641;10001;344;574;10001;107865;112415;214;107865;112415;10650;107865;112415;32
;problem_500_500_4_1_5.txt;20845;20845;0;21301;21301;10001;7286;7286;10001;21301;21301;43;21301;21301;71;21301;21301;17
;problem_500_500_4_2_5.txt;40542;40542;0;40613;40613;10001;5960;5960;10001;40613;40613;96;40613;40613;403;40613;40613;12
;problem_500_500_4_3_5.txt;61844;61844;0;61987;61987;10001;5750;5750;10001;61987;61987;133;61987;61987;1469;61987;61987;15
;problem_500_500_4_4_5.txt;82327;82327;0;82184;82184;10001;5888;5888;10001;82351;82351;168;82351;82351;3315;82351;82351;14
;problem_500_500_4_5_5.txt;107467;107467;0;93141;93141;10001;7213;7213;10001;107865;107865;217;107865;107865;7125;107865;107865;31
;problem_500_1000_1_1_5.txt;42500;114437;0;42670;47610;10001;856;17303;10001;42822;114892;86;42822;114892;1305;42822;114892;44
;problem_500_1000_1_2_5.txt;84688;165118;0;84932;96104;10001;815;17833;10001;84962;165368;197;84962;165368;4091;84962;165368;45
;problem_500_1000_1_3_5.txt;122443;203616;2;122761;126830;10001;723;16742;10001;122948;203986;264;122948;203986;8241;122948;203979;41
;problem_500_1000_1_4_5.txt;165514;229247;0;165129;168862;10001;451;15463;10001;166103;229545;336;166103;229545;14292;166103;229545;45
;problem_500_1000_1_5_5.txt;212119;252043;0;177637;179739;10001;1044;15683;10001;213025;252270;460;213025;252270;22153;213025;252270;43
;problem_500_1000_2_1_5.txt;42032;50684;0;42801;44369;10001;1756;3405;10001;42822;51549;93;42822;51549;1027;42820;51549;59
;problem_500_1000_2_2_5.txt;84688;96886;0;84833;87498;10001;1091;2587;10001;84960;97172;235;84960;97172;3170;84960;97172;44
;problem_500_1000_2_3_5.txt;122856;135773;0;122840;125291;10001;1659;3341;10009;122948;135861;272;122948;135861;6393;122948;135860;82
;problem_500_1000_2_4_5.txt;165504;177471;0;165129;165384;10001;1188;2754;10001;166134;178071;334;166134;178071;11449;166135;178070;68
;problem_500_1000_2_5_5.txt;212694;219252;0;177637;174791;10001;2738;4262;10001;213029;219550;505;213029;219550;17933;213029;219550;63
;problem_500_1000_3_1_5.txt;42379;44409;0;42384;43344;10001;675;915;10001;42384;44414;88;42384;44414;1699;42384;44414;37
;problem_500_1000_3_2_5.txt;84592;87432;0;84778;86528;10001;605;845;10001;84779;87619;193;84779;87619;4763;84776;87616;55
;problem_500_1000_3_3_5.txt;121018;124568;0;121485;124045;10001;443;673;10001;121487;125037;317;121487;125037;10396;121484;125034;189
;problem_500_1000_3_4_5.txt;169604;173664;1;170332;173672;10001;574;804;10001;170351;174411;479;170351;174411;17664;170345;174405;189
;problem_500_1000_3_5_5.txt;218567;223107;0;189141;192641;10001;760;990;10001;219115;223655;676;219115;223655;23140;219115;223655;82
;problem_500_1000_4_1_5.txt;42332;42332;0;42384;42384;10001;11786;11786;10001;42384;42384;83;42384;42384;154;42384;42384;23
;problem_500_1000_4_2_5.txt;84636;84636;0;84779;84779;10001;13460;13460;10001;84779;84779;209;84779;84779;1009;84779;84779;25
;problem_500_1000_4_3_5.txt;121318;121318;0;121487;121487;10001;11250;11250;10001;121487;121487;235;121487;121487;2687;121487;121487;17
;problem_500_1000_4_4_5.txt;170133;170133;0;170332;170332;10001;10388;10388;10001;170351;170351;319;170351;170351;6486;170351;170351;36
;problem_500_1000_4_5_5.txt;218449;218449;0;189141;189141;10001;11713;11713;10001;219115;219115;437;219115;219115;13687;219115;219115;34
